date,B2_Blue,B3_Green,B4_Red,B8_NIR
2025-04-28,0.2109056229897711,0.236270581119063,0.2514200633131461,0.3365301124279206
2025-04-28,0.2046276752339829,0.232888904841934,0.2494912526440841,0.3392167931963713
2025-05-03,0.2088345014633013,0.2272286663672449,0.2266046924169102,0.3600306363188544
2025-05-08,0.2163708133638545,0.2378240882617131,0.2440109727333311,0.3542650183999296
2025-05-10,0.2601742290863779,0.2698542427052239,0.2664431417519047,0.3726954515951428
2025-05-13,0.2000176585726286,0.234520911303642,0.2484795540552283,0.378862881979658
2025-05-13,0.2174126098924975,0.2421327924429885,0.2508070619512613,0.3666350294109117
2025-05-18,0.1954207978615508,0.231280694995798,0.2450847350120247,0.3599438373272283
2025-05-18,0.1791543893251425,0.223453962794471,0.2413116187592357,0.3672296619918282
2025-05-23,0.2176441979368893,0.2396538423980755,0.2493866170206595,0.3498806835501715
2025-05-23,0.2100950599808754,0.2357936702790412,0.2479197802150034,0.3548923725768588
2025-05-28,0.2237601905189646,0.2519582440381324,0.2569965877546286,0.3756776049665318
2025-06-02,0.1863633957288978,0.2287828435861025,0.2447238592043113,0.3931963114659088
2025-06-02,0.2205356747124101,0.2452166830865516,0.2506903608994228,0.3739900667902981
2025-06-07,0.2085975202109469,0.2403095626032274,0.2529417962388799,0.3697098220857112
2025-06-07,0.2099233742864589,0.240828598273014,0.2531245226159772,0.3700448223754738
2025-06-12,0.2327555140390015,0.2521355509837439,0.2611586126162669,0.3488584570137051
2025-06-12,0.2367437164961892,0.2537220184868589,0.2611910805250495,0.3467505125901876
2025-09-10,0.2990845570977365,0.3095885685723386,0.3020699000318734,0.4295082160760332
2025-09-15,0.1937900680942305,0.2078131973863402,0.2048499821795944,0.2992427394164171
2025-09-15,0.195411796673524,0.2094110379299349,0.2092234929442783,0.2946264511315226
2025-09-20,0.2142342214076667,0.2355596386659323,0.234186681492857,0.3733055376546602
2025-09-25,0.183600388861522,0.2112981563849204,0.2164866939526525,0.3420516849700092
2025-09-25,0.1790935559676622,0.2092712884297756,0.2158688900640372,0.3447603014980724
2025-09-27,0.1778222868071046,0.203449994204746,0.2086243376025031,0.3189307987308387
2025-10-05,0.1886834668656367,0.2128933224189387,0.2145491863463817,0.3374580500420149
2025-10-10,0.1883251387963256,0.2107186159485377,0.2123870526788555,0.3487344636492704
2025-10-10,0.1964321667004718,0.21509213410217,0.2143095437686531,0.3462849392947168
2025-10-15,0.1801676266987334,0.2067229040016222,0.2129507504853521,0.3313298423690989
2025-10-15,0.1904407658427744,0.2120363531917356,0.2156307144098979,0.3296752946886494
2025-10-17,0.1770961815073452,0.2012958918895419,0.20752335820463,0.3275971058503077
2025-10-17,0.172129033496566,0.19736801063429,0.2040685561125434,0.3274333137260576
2025-10-20,0.228271694677059,0.237870607342586,0.2396688593491927,0.3247645698472943
2025-10-20,0.2424476662513397,0.2464472368230414,0.244187538465996,0.3218159759207203
