B2_Blue,B3_Green,B4_Red,B8_NIR,NDVI,NDWI,Turbidity_Index,date
-0.7145655430954664,-0.7990690946085256,-0.7828277635479962,-1.2753942770562887,-0.11180021512976833,-0.17843201001336823,0.550732191025618,2024-02-23
-0.624786927920687,-0.767503985366329,-0.7196700047587182,-1.3217196883608442,-0.3022262744209751,-0.05491775571765852,0.6449345626734536,2024-02-28
-0.46193317333954553,-0.6060586814414248,-0.6715752685680999,-1.194500848368599,-0.23364761460593705,0.14891645885984695,0.09417965572613059,2024-03-04
-0.4180080620002397,-0.4722971564976519,-0.4043899580388394,-0.5829992985173009,0.006214493161670894,-0.24953946624527515,0.4809872577547126,2024-03-09
-0.6021971627560979,-0.5558221729069054,-0.4819196697757725,-0.8811499792779041,-0.21152672997711958,-0.09860698957573606,0.5681469790411003,2024-03-14
-0.42185647323667835,-0.364320760586774,-0.17295531435697709,-0.36514754075229217,-0.17167364718277658,-0.25951945233602053,0.8347449722669668,2024-03-19
-0.154453082000144,-0.2311932176634017,-0.16596008189988484,-0.26209440609698353,-0.06231940381368347,-0.09977995172369793,0.2945105737116352,2024-04-08
0.7724117480175509,0.6928658746322306,0.5171574334764507,1.1799696912745694,0.3186240103401926,0.18863154094528037,-0.9706537726965216,2024-04-18
0.08273880711998154,0.10850044393807644,0.05920454633236271,0.1763553981055639,0.03146141410635885,0.10761443468778799,-0.301051334169297,2024-04-23
-0.19041595737936992,-0.1700482780870679,-0.010817634974947173,-0.03125443921453153,-0.07904126562266495,-0.21737542530408918,0.5718391892081013,2024-05-08
0.06801594246576932,0.042243106693350976,0.0954146347537206,-0.15378195954647533,-0.41465631099799255,0.32019620317090497,0.07221861503795039,2024-05-13
-0.11511856258268627,-0.16403759048772684,-0.024366344419361974,-0.4042146350297601,-0.49418428472435105,0.1833549310691794,0.5009111906074266,2024-05-18
-0.28017498319369855,-0.07007058746621157,0.1707227872181866,-0.062434399504124334,-0.443037859360992,0.009639483854009168,0.7713841091482918,2024-05-23
0.08575661429440218,0.11471670093751896,0.3159713090595228,0.2710817539373338,-0.3174051794599138,0.024369061307355472,0.5064065923350672,2024-05-28
-0.1292361219019969,0.2508141134160874,0.6348956136261161,0.713053857006082,-0.37376051799601084,-0.15495351271850843,0.9921161328461248,2024-06-02
0.010905957547179237,0.41983664757623945,0.8239985304251051,1.1500678089099046,-0.22098139927085686,-0.2599960055222895,0.9287274786673185,2024-06-07
0.00840501546547644,0.24146695259716122,0.5014180090079131,0.45259969627711016,-0.43426730770082217,0.08023941585535845,0.6059805136231797,2024-06-12
-0.050409522094031475,0.37200700583831264,0.8557129553567264,0.8553173421073682,-0.5846833492065203,-0.07060068567289803,1.2105642595620218,2024-06-17
-0.13512144433879367,0.2147999355562877,0.530958855455546,0.5499605766383091,-0.37685447389146925,-0.06392784402866411,0.8035519922594719,2024-06-22
4.232778478955259,4.266136346944174,3.8266829821359853,3.717015228415813,-1.933979660576621,2.9784391409820303,-2.400674389040522,2024-08-31
1.9134102495189467,1.2144639533161037,0.5273481506344165,-0.8004771653590909,-1.9647927641139908,3.096063297234085,-2.559822258374357,2024-09-15
-0.6424711057091027,-0.8745967973438955,-1.4832859183881166,-0.19968301188086815,2.6965720188858024,-1.5077695338647312,-1.8182386774492865,2024-09-20
-0.5777033140046745,-0.7860719639865918,-1.1336957790390172,-0.3415043112361098,1.7739106369465814,-1.1699305786992102,-0.8513825899193241,2024-10-05
-0.7739781309835163,-0.8630332741144204,-1.138785605769115,-0.23841814474576564,1.9034254950335179,-1.4431874353380119,-0.5293144000292997,2024-10-10
-0.6041812509888027,-0.8286207609569557,-1.0697721372952829,-0.4871754220323026,1.4678926066813136,-1.1111125632198058,-0.4171793629911011,2024-10-15
-0.27781199585902894,-0.38510675993166893,-0.5994643266499162,-0.4634718256928234,0.5327375828970325,-0.19781475798588746,-0.583619480824794,2024-10-20
