TSS,Turbidity,Chlorophyll,date
0.24153616366858555,0.9501657816221103,0.19586914524318064,2016-02-05
0.499219803032253,0.9211235339007966,0.4970219382804753,2016-06-04
0.47041360020248946,0.9069632682701101,0.463288170918245,2016-10-22
0.33283681774374574,0.9086726772431151,0.30765562210392283,2016-11-21
0.2918549917548152,0.9249648860613966,0.25728203747520495,2016-12-21
0.4173420160403787,0.90255812067296,0.40342450889451464,2017-02-09
0.4588522388797547,0.9263618904226218,0.449393204501636,2017-04-10
0.47472282994831283,0.8979163530974852,0.4744258978897179,2017-04-30
0.6201568121334875,0.8861864099121588,0.625182462255885,2017-10-02
0.5420558390853956,0.8879080612475165,0.5411128135389646,2017-10-07
0.45055999635365285,0.8914303991418242,0.4446018698319185,2017-10-22
0.426918819388449,0.9255304150711481,0.42460512188070954,2017-11-01
0.38958119880044806,0.8985625504273631,0.37097513366029855,2017-11-21
0.37240882003396947,0.9222209930707859,0.3534147332572543,2017-12-01
0.3230275481814171,0.9116696610299952,0.2953307134658878,2018-01-10
0.34443650757937516,0.933133680103551,0.3207440446113742,2018-01-15
0.34430322731989427,0.971411153797521,0.3236447382650432,2018-03-11
0.41783941550086756,0.9543447268264764,0.4050318674481159,2018-03-26
0.39797207797569967,0.9533044495591145,0.3846305980060902,2018-03-31
0.4925080820603178,0.9405897114287967,0.4937612444473041,2018-05-05
0.4925080820603178,0.9405897114287967,0.4937612444473041,2018-05-10
0.4151342840482337,0.9478219113236137,0.40672102093567747,2018-05-25
0.4422859923703111,0.9402823069302675,0.4381863556611462,2018-06-04
0.5371872336311927,0.8857839177997644,0.5380639045957942,2018-10-12
0.503549777581368,0.8858942021688498,0.5071199250858777,2018-10-17
0.42247465219858626,0.9065589224269668,0.41406764576013333,2018-10-22
0.26174050424275097,0.834293641405468,0.22212515070981964,2018-11-11
0.21231524149625458,0.8898356756933299,0.1572105726355736,2018-11-21
0.4102052791546489,0.8915541642433209,0.3957400481355291,2018-11-26
0.39826134846625805,0.9096998840277957,0.38424747247161495,2018-12-01
0.3117730567697212,0.8689317381829351,0.2844433540594877,2018-12-16
0.3808939638693285,0.9098586524232328,0.36298324721195185,2018-12-21
0.2858784415882416,0.8719922665720992,0.25152328307751926,2018-12-26
0.2858784415882416,0.8719922665720992,0.25152328307751926,2018-12-31
0.2858784415882416,0.8719922665720992,0.25152328307751926,2019-01-05
0.41617187682703016,0.9050313138704809,0.402170303615848,2019-01-20
0.41617187682703016,0.9050313138704809,0.402170303615848,2019-01-25
0.41617187682703016,0.9050313138704809,0.402170303615848,2019-01-30
0.41617187682703016,0.9050313138704809,0.402170303615848,2019-02-04
0.0,0.1511884426912915,0.0,2019-02-09
0.4676453016120139,0.9295051037249398,0.45619156141966094,2019-02-19
0.4676453016120139,0.9295051037249398,0.45619156141966094,2019-02-24
0.4676453016120139,0.9295051037249398,0.45619156141966094,2019-03-01
0.45269838061187406,0.926539658485025,0.4476874220732751,2019-03-06
0.45269838061187406,0.926539658485025,0.4476874220732751,2019-03-11
0.4135129828598465,0.9386729374279312,0.402577910824231,2019-03-16
0.4135129828598465,0.9386729374279312,0.402577910824231,2019-03-21
0.4044789009376648,0.5852619979407278,0.3988120812340406,2019-03-26
0.41444110936774314,0.9580516707679438,0.4028546603499587,2019-03-31
0.41444110936774314,0.9580516707679438,0.4028546603499587,2019-04-05
0.47642317026611125,0.8952339946475705,0.4756566725731282,2019-04-10
0.47642317026611125,0.8952339946475705,0.4756566725731282,2019-04-15
0.3585281727139382,0.8110122490615941,0.33924827406799446,2019-04-20
0.5071243980662341,0.9093544523091437,0.5059374906548045,2019-04-25
0.5071243980662341,0.9093544523091437,0.5059374906548045,2019-04-30
0.4983721330861346,0.9358796756563901,0.49582247345543967,2019-05-05
0.5659321427232309,0.90695476082351,0.5638136353540343,2019-05-10
0.5659321427232309,0.90695476082351,0.5638136353540343,2019-05-15
0.5602152144075718,0.9081071038312631,0.563247561698177,2019-05-20
0.5602152144075718,0.9081071038312631,0.563247561698177,2019-05-25
0.5534985135361514,0.9109198968702723,0.5520504564939843,2019-05-30
0.4918449860025851,0.9139823895369446,0.49266621704817937,2019-06-04
0.4918449860025851,0.9139823895369446,0.49266621704817937,2019-06-09
0.49293633152107197,0.917080343649322,0.49282062117050185,2019-06-14
0.5798341221518661,0.8932427782601113,0.5778384659191802,2019-06-19
0.5798341221518661,0.8932427782601113,0.5778384659191802,2019-06-24
0.5236721172498744,0.8775735642151561,0.5263420482797166,2019-06-29
0.5236721172498744,0.8775735642151561,0.5263420482797166,2019-07-04
0.6214370298648852,0.8532306059785959,0.6407155401410115,2019-07-14
0.7190620270373047,0.7500794353147702,0.7429925039869868,2019-07-19
0.7190620270373047,0.7500794353147702,0.7429925039869868,2019-07-24
0.7190620270373047,0.7500794353147702,0.7429925039869868,2019-07-29
0.7190620270373047,0.7500794353147702,0.7429925039869868,2019-08-03
0.6289067337652796,0.6529168051293637,0.6494667882558827,2019-08-23
0.6289067337652796,0.6529168051293637,0.6494667882558827,2019-08-28
0.6289067337652796,0.6529168051293637,0.6494667882558827,2019-09-02
0.6809459312601851,0.8671088651283219,0.6841230423574185,2019-09-12
0.6809459312601851,0.8671088651283219,0.6841230423574185,2019-09-17
0.6809459312601851,0.8671088651283219,0.6841230423574185,2019-09-22
0.6588855121358794,0.8579805883466394,0.6550294705932527,2019-09-27
0.6588855121358794,0.8579805883466394,0.6550294705932527,2019-10-02
0.6588855121358794,0.8579805883466394,0.6550294705932527,2019-10-07
0.5555372466356217,0.8720919409941605,0.5573153000089224,2019-10-12
0.4600116210842431,0.8451924388121557,0.4574053664465044,2019-10-17
0.4600116210842431,0.8451924388121557,0.4574053664465044,2019-10-22
0.4315435802464711,0.8638970488850435,0.42279478120051034,2019-10-27
0.4315435802464711,0.8638970488850435,0.42279478120051034,2019-11-01
0.5117249993129438,0.8705112878338606,0.5083307570671776,2019-11-06
0.40415060158778915,0.8315747680136845,0.3924677167760311,2019-11-11
0.40415060158778915,0.8315747680136845,0.3924677167760311,2019-11-16
0.4646336696871083,0.8821346355689943,0.4614387805306706,2019-11-21
0.5003208371867716,0.8300063973199594,0.4996524178301306,2019-11-26
0.5003208371867716,0.8300063973199594,0.4996524178301306,2019-12-01
0.450670206977833,0.8715806207724106,0.4429438033243268,2019-12-06
0.450670206977833,0.8715806207724106,0.4429438033243268,2019-12-11
0.44720109147646014,0.9070016132177396,0.4373482166773127,2020-01-15
0.44720109147646014,0.9070016132177396,0.4373482166773127,2020-01-25
0.41322311807438683,0.8966214436497228,0.4007848550331094,2020-01-30
0.41322311807438683,0.8966214436497228,0.4007848550331094,2020-02-04
0.4108070322090709,0.9265786795186035,0.39962639076080503,2020-02-09
0.3898309790980383,0.9292974711182131,0.3739756763931825,2020-02-14
0.3898309790980383,0.9292974711182131,0.3739756763931825,2020-02-19
0.4549979473378738,1.0,0.45441445896614613,2020-02-24
0.4549979473378738,1.0,0.45441445896614613,2020-02-29
