B2_Blue,B3_Green,B4_Red,B8_NIR,NDVI,NDWI,Turbidity_Index,date,TSS,Turbidity,Chlorophyll
0.0759379249902807,0.0836490691299671,0.0955053143505824,0.1238467664180912,0.4726837337195479,0.4184701158920485,0.6836863967846059,2016-02-05,1.0807841510683796,0.9980615718447047,0.038397043199952276
0.0863870938274262,0.1088214821516992,0.1268445758553582,0.1853127503245869,0.5682843826462489,0.3272844954405005,0.732025756097078,2016-06-04,1.2217328329698764,0.9764490620841503,0.09743327777218562
0.0677536136199608,0.0829555236637726,0.0964526351546851,0.1522378406464196,0.6140448309127707,0.2935675475607058,0.7197390053977544,2016-10-22,1.2059763172303881,0.9659113488158122,0.0908203070508576
0.0640030759033024,0.0757555555924413,0.0885280022134688,0.1304829868050174,0.559929102596872,0.3353925009331786,0.7272030568185226,2016-11-21,1.1307240963455294,0.9671834479476826,0.06031101120069747
0.0673519004550626,0.0755467212367759,0.0852088369400682,0.1200469927063841,0.5273132891207203,0.3807150036099753,0.6598956388855188,2016-12-21,1.1083077164413937,0.9793076996751993,0.05043606789237839
0.0766954134380351,0.0864535777140688,0.0949890144273149,0.1355928882926833,0.5400320133400955,0.3850061472754493,0.608516459773377,2017-02-09,1.176947039886486,0.9626331488516194,0.0790849843997136
0.0822673720571382,0.1010573981634237,0.1168730103360105,0.1798818421040152,0.6059804722550797,0.3019569267108511,0.7130135780970246,2017-04-10,1.1996524441143046,0.98034731515821,0.08809641899233767
0.0747498828800229,0.1029378833778146,0.1244194259628799,0.1922464637129158,0.612473101817714,0.2699015072117142,0.8117611972639551,2017-04-30,1.2083333945139298,0.9591788622552843,0.09300368199305162
0.0759654941765732,0.088083302681008,0.0983307992956547,0.1663164122548664,0.6675721597763171,0.2725010127292221,0.639226128962664,2017-10-02,1.2878833734854562,0.9504497337795443,0.1225571183316708
0.0701493758368027,0.0837501821869686,0.0946080908635079,0.1597660980403764,0.6631979064669005,0.2694731216733417,0.6627725593035612,2017-10-07,1.2451634350619807,0.9517309433693374,0.1060765954316466
0.0726829259490292,0.0850013192166685,0.0977330908014824,0.1550572664250044,0.618737442752316,0.2958037776120891,0.6978454913195677,2017-10-22,1.1951167248232086,0.9543521785730034,0.08715715372893866
0.0905430135527232,0.0975556004321711,0.1047300100150363,0.1450491192327115,0.5210692796526711,0.4147683669439369,0.5592050879576371,2017-11-01,1.1821853926669486,0.9797285521298856,0.08323710805769295
0.0916320338744584,0.0951681367091453,0.101081978713187,0.1426566312347877,0.5338519210991438,0.4101320992699987,0.539415234200721,2017-11-21,1.1617623327466027,0.9596597460433867,0.07272379840927737
0.0802740897681179,0.0876581355986419,0.0964515826477647,0.1338049886626828,0.5201425090057343,0.4005077824879508,0.6109908623567479,2017-12-01,1.1523693260418486,0.9772657635753987,0.06928136008114244
0.0694184848586707,0.075703591055161,0.0854087049856931,0.1245541044436384,0.5509972854226162,0.3613018713144955,0.6603933899555297,2018-01-10,1.125358588396942,0.9694137278477689,0.05789490809868746
0.0641478828968928,0.0728192459911705,0.082521067549709,0.1195717723886423,0.5452131670868416,0.3636895127629014,0.6686110388494342,2018-01-15,1.1370689345232097,0.9853867105927478,0.06287678910213201
0.0766519043769558,0.0873064371525261,0.1018916821009903,0.1450722570153005,0.540557942756048,0.3507030345340181,0.7286922469164021,2018-03-11,1.1369960324292168,1.0138718430714286,0.0634454241436107
0.0733930327565321,0.0915898942733367,0.10896693582369,0.1637074043059612,0.5835938717365522,0.3042740387714676,0.7708060328271404,2018-03-26,1.1772191091513706,1.001171437681704,0.07940008158229349
0.0798623756799671,0.091370284691087,0.1068412745287399,0.1548438344855753,0.5554483892840064,0.3371420012903533,0.7340397018213056,2018-03-31,1.1663520046507525,1.000397289523122,0.07540073588071922
0.077300006002996,0.0971469055717661,0.1141134700631823,0.1771142987677383,0.6112752278500788,0.2887087269044517,0.7456681189823215,2018-05-05,1.2180616327857245,0.9909353014366171,0.09679407039820827
0.0781857144229764,0.0948465610238797,0.1131916698641225,0.1838929053882358,0.6468209167826509,0.2509176638399391,0.7791138912201219,2018-05-10,1.2180616327857245,0.9909353014366171,0.09679407039820827
0.0841167345071274,0.1026590729816135,0.1201503966945446,0.1826172791517206,0.597456508982362,0.3015943762867201,0.7394669338806965,2018-05-25,1.1757394470604416,0.996317322563801,0.0797312133659785
0.0559188718398367,0.091434867356246,0.1196707852383524,0.1818713885742204,0.5971823277623967,0.2372019167627541,0.9847301419724852,2018-06-04,1.1905909817128595,0.9907065387461861,0.08589949380266895
0.0681416023598419,0.0812123401647729,0.0916380214328516,0.1547852357752124,0.6607330025511103,0.2720765105565427,0.6606074288918893,2018-10-12,1.2425003885326673,0.9501502092802309,0.10547890513051071
0.0712844485621546,0.0823729588402049,0.093800177330159,0.1533889426600288,0.6384667441606791,0.2852008663873143,0.6783713941169442,2018-10-17,1.2241012573171572,0.9502322801318457,0.09941282812514292
0.0653533663993354,0.0775315113810204,0.0887810075926735,0.1450445194934289,0.6337176290067561,0.2862131435450136,0.6886062376298177,2018-10-22,1.1797545068369133,0.9656104448167336,0.08117140278636044
0.0773099739763759,0.08831950616499,0.0980985323413457,0.1376281239043068,0.528654254696475,0.3883356102692811,0.6292544523418755,2018-11-11,1.0918355906539505,0.9118324415983348,0.04354411715541903
0.0555495423083653,0.0680524587930421,0.0789604305039119,0.1332436206761789,0.647580937772162,0.2688175018613575,0.7109349288472346,2018-11-21,1.0648007907188168,0.9531654255218379,0.03081864242314868
0.0668402107487932,0.0728711666207239,0.081707666879868,0.1300062086592707,0.6090082531221621,0.3172910129178287,0.6491774806824591,2018-11-26,1.1730433630383732,0.9544442814463685,0.07757856759596049
0.0579368007998738,0.067713483158037,0.0783694023136174,0.1241318742313514,0.6031006158527081,0.3061629480397617,0.706241700659608,2018-12-01,1.1665102308169844,0.9679478693820376,0.07532563018870232
0.0696240416712578,0.0738865631289993,0.0803021795859138,0.1231704951081518,0.5826105220434337,0.3548198468086461,0.5928113981530565,2018-12-16,1.1192025680385385,0.9376092413789053,0.05576061375160219
0.0305485827956082,0.0299377524881081,0.0279747247889576,0.0513894208444291,0.5978895422837902,0.3770580548820595,0.4743815820750883,2018-12-21,1.1570105591534727,0.9680660208257198,0.07115711566899534
0.0095179940228836,0.0,0.0,0.0029012228223228,0.4951173963733394,0.4060266818000563,0.6630803801303915,2018-12-26,1.1050386425088112,0.9398868095725929,0.0493071553160186
0.0119916281970971,0.013560953026669,0.01559171629495,0.0381151015825731,0.6381996715402013,0.2867465975660734,0.6735923927781724,2018-12-31,1.1050386425088112,0.9398868095725929,0.0493071553160186
0.032889724091313,0.0265190651307752,0.0241167943034659,0.0310871838153832,0.4628088101396466,0.4896385391264353,0.4675593061560401,2019-01-05,1.1050386425088112,0.9398868095725929,0.0493071553160186
